,album,track_title,lyric,line,year,title_lemmas,lyric_type
2278,Red,All Too Well,But you keep my old scarf from that very first week,39,2012,[],verse
2279,Red,All Too Well,Cause it reminds you of innocence and it smells like me,40,2012,[],verse
2280,Red,All Too Well,"You can't get rid of it, 'cause you remember it all too well, yeah",41,2012,[],verse
2281,Red,All Too Well,Because there we are again when I loved you so,42,2012,[],verse
2282,Red,All Too Well,Back before you lost the one real thing you've ever known,43,2012,[],verse
2284,Red,All Too Well,"Wind in my hair, you were there, you remember it all",45,2012,[],verse
2285,Red,All Too Well,"Down the stairs, you were there, you remember it all",46,2012,[],verse
2287,Red,Twenty-Two,It feels like a perfect night to dress up like hipsters,1,2012,[],verse
2288,Red,Twenty-Two,"And make fun of our exes, uh uh, uh uh",2,2012,[],verse
2289,Red,Twenty-Two,It feels like a perfect night for breakfast at midnight,3,2012,[],verse
2290,Red,Twenty-Two,"To fall in love with strangers, uh uh, uh uh",4,2012,[],verse
2292,Red,Twenty-Two,"We're happy, free, confused, and lonely at the same time",6,2012,[],verse
2294,Red,Twenty-Two,Tonight's the night when we forget about the deadlines,8,2012,[],verse
2295,Red,Twenty-Two,"It's time, uh uh",9,2012,[],verse
2302,Red,Twenty-Two,"This place is too crowded, too many cool kids, uh uh, uh uh",16,2012,[],verse
2303,Red,Twenty-Two,"(Who's Taylor Swift, anyway? Ew)",17,2012,[],verse
2305,Red,Twenty-Two,We ditch the whole scene and end up dreaming,19,2012,[],verse
2306,Red,Twenty-Two,Instead of sleeping,20,2012,[],verse
2308,Red,Twenty-Two,"We're happy, free, confused, and lonely in the best way",22,2012,[],verse
2310,Red,Twenty-Two,Tonight's the night when we forget about,24,2012,[],verse
2311,Red,Twenty-Two,"The heartbreaks, it's time",25,2012,[],verse
2312,Red,Twenty-Two,Oh oh,26,2012,[],verse
2318,Red,Twenty-Two,I don't know about you,32,2012,[],verse
2319,Red,Twenty-Two,"22, 22",33,2012,[],verse
2332,Red,Twenty-Two,"Dancing like 22, yeah, 22, yeah yeah",46,2012,[],verse
2342,Red,I Almost Do,I bet you're sitting in your chair by the window,3,2012,[],verse
2344,Red,I Almost Do,And I bet sometimes you wonder about me,5,2012,[],verse
2351,Red,I Almost Do,I bet you think I either moved on or hate you,12,2012,[],verse
2352,Red,I Almost Do,Cause each time you reach out there's no reply,13,2012,[],verse
2353,Red,I Almost Do,"I bet it never, ever occurred to you that I can't say hello to you",14,2012,[],verse
2354,Red,I Almost Do,And risk another goodbye,15,2012,[],verse
2361,Red,I Almost Do,"Oh, we made quite a mess, babe",22,2012,[],verse
2362,Red,I Almost Do,It's probably better off this way,23,2012,[],verse
2363,Red,I Almost Do,"And I confess, baby",24,2012,[],verse
2364,Red,I Almost Do,In my dreams you're touching my face,25,2012,[],verse
2365,Red,I Almost Do,And asking me if I'd want to try again with you,26,2012,[],verse
2366,Red,I Almost Do,And I almost do,27,2012,[],verse
2375,Red,I Almost Do,I bet you're sittin' in your chair by the window,36,2012,[],verse
2377,Red,I Almost Do,And I hope sometimes you wonder about me,38,2012,[],verse
2378,Red,We Are Never Ever Getting Back Together,"I remember when we broke up, the first time",1,2012,['get'],verse
2379,Red,We Are Never Ever Getting Back Together,"Saying, ""This is it, I've had enough"" 'cause, like",2,2012,['get'],verse
2380,Red,We Are Never Ever Getting Back Together,We hadn't seen each other in a month,3,2012,['get'],verse
2381,Red,We Are Never Ever Getting Back Together,When you said you needed space  what<U+203D>,4,2012,['get'],verse
2382,Red,We Are Never Ever Getting Back Together,Then you come around again and say,5,2012,['get'],verse
2383,Red,We Are Never Ever Getting Back Together,"""Baby, I miss you and I swear I'm gonna change; trust me""",6,2012,['get'],verse
2384,Red,We Are Never Ever Getting Back Together,Remember how that lasted for a day?,7,2012,['get'],verse
2385,Red,We Are Never Ever Getting Back Together,"I say, ""I hate you,"" we break up, you call me, ""I love you""",8,2012,['get'],verse
2394,Red,We Are Never Ever Getting Back Together,"Like, ever",17,2012,['get'],verse
2395,Red,We Are Never Ever Getting Back Together,I'm really gonna miss you picking fights and me,18,2012,['get'],verse
2396,Red,We Are Never Ever Getting Back Together,Falling for it screaming that I'm right and you,19,2012,['get'],verse
2397,Red,We Are Never Ever Getting Back Together,Would hide away and find your peace of mind,20,2012,['get'],verse
2398,Red,We Are Never Ever Getting Back Together,With some indie record that's much cooler than mine,21,2012,['get'],verse
2410,Red,We Are Never Ever Getting Back Together,Ohohoh!,33,2012,['get'],verse
2411,Red,We Are Never Ever Getting Back Together,"I used to think that we were forever, ever",34,2012,['get'],verse
2412,Red,We Are Never Ever Getting Back Together,"And I used to say, ""Never say never""",35,2012,['get'],verse
2413,Red,We Are Never Ever Getting Back Together,"Huh, so he calls me up and he's like, ""I still love you""",36,2012,['get'],verse
2414,Red,We Are Never Ever Getting Back Together,"And I'm like, ""I just I mean, this is exhausting, you know?",37,2012,['get'],verse
2415,Red,We Are Never Ever Getting Back Together,"Like, we are never getting back together, like, ever""",38,2012,['get'],verse
2424,Red,We Are Never Ever Getting Back Together,"You go talk to your friends, talk to my friends, talk to me (talk to me)",47,2012,['get'],verse
2426,Red,Stay Stay Stay,I'm pretty sure we almost broke up last night,1,2012,"['stay', 'stay', 'stay']",verse
2427,Red,Stay Stay Stay,"I threw my phone across the room, at you",2,2012,"['stay', 'stay', 'stay']",verse
2428,Red,Stay Stay Stay,I was expecting some dramatic turn away but you stay,3,2012,"['stay', 'stay', 'stay']",verse
2429,Red,Stay Stay Stay,This morning I said we should talk about it,4,2012,"['stay', 'stay', 'stay']",verse
2430,Red,Stay Stay Stay,Cause I read you should never leave a fight unresolved,5,2012,"['stay', 'stay', 'stay']",verse
2431,Red,Stay Stay Stay,That's when you came in wearing a football helmet,6,2012,"['stay', 'stay', 'stay']",verse
2432,Red,Stay Stay Stay,And said okay let's talk,7,2012,"['stay', 'stay', 'stay']",verse
2433,Red,Stay Stay Stay,And I said,8,2012,"['stay', 'stay', 'stay']",verse
2438,Red,Stay Stay Stay,Before you I'd only dated self-indulgent takers,13,2012,"['stay', 'stay', 'stay']",verse
2439,Red,Stay Stay Stay,Who took all of their problems out on me,14,2012,"['stay', 'stay', 'stay']",verse
2440,Red,Stay Stay Stay,But you carry my groceries and now I'm always laughing,15,2012,"['stay', 'stay', 'stay']",verse
2441,Red,Stay Stay Stay,And I love you because you have given me no choice but to,16,2012,"['stay', 'stay', 'stay']",verse
2445,Red,Stay Stay Stay,"But I think that it's best if we both stay, stay, stay, stay",20,2012,"['stay', 'stay', 'stay']",verse
2446,Red,Stay Stay Stay,"You took the time to memorize me, my fears, my hopes and dreams",21,2012,"['stay', 'stay', 'stay']",verse
2447,Red,Stay Stay Stay,"I just like hanging out with you, all the time",22,2012,"['stay', 'stay', 'stay']",verse
2448,Red,Stay Stay Stay,All those times that you didn't leave it's been occurring to me,23,2012,"['stay', 'stay', 'stay']",verse
2449,Red,Stay Stay Stay,"I'd like to hang out with you, for my whole life",24,2012,"['stay', 'stay', 'stay']",verse
2450,Red,Stay Stay Stay,"Stay, and I'll be loving you for quite some time",25,2012,"['stay', 'stay', 'stay']",verse
2451,Red,Stay Stay Stay,"No one else is gonna love me when I get mad, mad, mad",26,2012,"['stay', 'stay', 'stay']",verse
2452,Red,Stay Stay Stay,"So I think that it's best if we both stay, stay",27,2012,"['stay', 'stay', 'stay']",verse
2457,Red,Stay Stay Stay,"But I think that it's best if we both stay, stay",32,2012,"['stay', 'stay', 'stay']",verse
2463,Red,Stay Stay Stay,"(ha-haha-eee, It's so fun)",38,2012,"['stay', 'stay', 'stay']",verse
2464,Red,The Last Time (Ft. Gary Lightbody),Find myself at your door,1,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2466,Red,The Last Time (Ft. Gary Lightbody),I'm not sure how I got there,3,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2467,Red,The Last Time (Ft. Gary Lightbody),All roads they lead me here,4,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2468,Red,The Last Time (Ft. Gary Lightbody),I imagine you are home,5,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2469,Red,The Last Time (Ft. Gary Lightbody),"In your room, all alone",6,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2470,Red,The Last Time (Ft. Gary Lightbody),And you open your eyes into mine,7,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2471,Red,The Last Time (Ft. Gary Lightbody),And everything feels better,8,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2473,Red,The Last Time (Ft. Gary Lightbody),I'm breaking,10,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2474,Red,The Last Time (Ft. Gary Lightbody),"No fuss, no reasons why",11,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2482,Red,The Last Time (Ft. Gary Lightbody),You find yourself at my door,19,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2484,Red,The Last Time (Ft. Gary Lightbody),You wear your best apology,21,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2485,Red,The Last Time (Ft. Gary Lightbody),But I was there to watch you leave,22,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2486,Red,The Last Time (Ft. Gary Lightbody),And all the times I let you in,23,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2487,Red,The Last Time (Ft. Gary Lightbody),Just for you to go again,24,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2488,Red,The Last Time (Ft. Gary Lightbody),Disappear when you come back,25,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2489,Red,The Last Time (Ft. Gary Lightbody),Everything is better,26,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2491,Red,The Last Time (Ft. Gary Lightbody),I'm aching,28,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2492,Red,The Last Time (Ft. Gary Lightbody),"No fuss, nowhere to hide",29,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2501,Red,The Last Time (Ft. Gary Lightbody),This is the last time you tell me I've got it wrong,38,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2502,Red,The Last Time (Ft. Gary Lightbody),This is the last time I say it's been you all along,39,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2503,Red,The Last Time (Ft. Gary Lightbody),This is the last time I let you in my door,40,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2504,Red,The Last Time (Ft. Gary Lightbody),"This is the last time, I won't hurt you anymore",41,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2513,Red,The Last Time (Ft. Gary Lightbody),(This is the last time I'm asking you this),50,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2515,Red,The Last Time (Ft. Gary Lightbody),(Put my name at the top of your list),52,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2517,Red,The Last Time (Ft. Gary Lightbody),(This is the last time I'm asking you why),54,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2519,Red,The Last Time (Ft. Gary Lightbody),(You break my heart),56,2012,"['time', 'Ft', '  ', 'Gary', '  ', 'Lightbody']",verse
2528,Red,Holy Ground,I was reminiscing just the other day,1,2012,"['Holy', 'Ground']",verse
2529,Red,Holy Ground,"While having coffee all alone and Lord, it took me away",2,2012,"['Holy', 'Ground']",verse
2530,Red,Holy Ground,Back to a first-glance feeling on New York time,3,2012,"['Holy', 'Ground']",verse
2531,Red,Holy Ground,Back when you fit my poems like a perfect rhyme,4,2012,"['Holy', 'Ground']",verse
2532,Red,Holy Ground,"Took off faster than a green light, go",5,2012,"['Holy', 'Ground']",verse
2533,Red,Holy Ground,"Hey, you skip the conversation when you already know",6,2012,"['Holy', 'Ground']",verse
2534,Red,Holy Ground,I left a note on the door with a joke we'd made,7,2012,"['Holy', 'Ground']",verse
2535,Red,Holy Ground,And that was the first day,8,2012,"['Holy', 'Ground']",verse
2536,Red,Holy Ground,"And darling, it was good never looking down",9,2012,"['Holy', 'Ground']",verse
2538,Red,Holy Ground,Spinning like a girl in a brand new dress,11,2012,"['Holy', 'Ground']",verse
2539,Red,Holy Ground,We had this big wide city all to ourselves,12,2012,"['Holy', 'Ground']",verse
2540,Red,Holy Ground,We blocked the noise with the sound of 'I need you',13,2012,"['Holy', 'Ground']",verse
2541,Red,Holy Ground,And for the first time I had something to lose,14,2012,"['Holy', 'Ground']",verse
2542,Red,Holy Ground,And I guess we fell apart in the usual way,15,2012,"['Holy', 'Ground']",verse
2543,Red,Holy Ground,And the story's got dust on every page,16,2012,"['Holy', 'Ground']",verse
2544,Red,Holy Ground,But sometimes I wonder how you think about it now,17,2012,"['Holy', 'Ground']",verse
2545,Red,Holy Ground,And I see your face in every crowd,18,2012,"['Holy', 'Ground']",verse
2546,Red,Holy Ground,"Cause darling, it was good never looking down",19,2012,"['Holy', 'Ground']",verse
2552,Red,Holy Ground,It was good never looking down,25,2012,"['Holy', 'Ground']",verse
2558,Red,Sad Beautiful Tragic,"Long handwritten note, deep in your pocket",1,2012,"['sad', 'beautiful', 'tragic']",verse
2559,Red,Sad Beautiful Tragic,"Words, how little they mean, when you're a little too late",2,2012,"['sad', 'beautiful', 'tragic']",verse
2560,Red,Sad Beautiful Tragic,"I stood right by the tracks, your face in a locket",3,2012,"['sad', 'beautiful', 'tragic']",verse
2561,Red,Sad Beautiful Tragic,"Good girls, hopeful they'll be and long they will wait",4,2012,"['sad', 'beautiful', 'tragic']",verse
2564,Red,Sad Beautiful Tragic,"In dreams, I meet you in warm conversation",7,2012,"['sad', 'beautiful', 'tragic']",verse
2565,Red,Sad Beautiful Tragic,"We both wake in lonely beds, different cities",8,2012,"['sad', 'beautiful', 'tragic']",verse
2566,Red,Sad Beautiful Tragic,And time is taking its sweet time erasing you,9,2012,"['sad', 'beautiful', 'tragic']",verse
2567,Red,Sad Beautiful Tragic,And you've got your demons and darling they all look like me,10,2012,"['sad', 'beautiful', 'tragic']",verse
2570,Red,Sad Beautiful Tragic,"Distance, timing, breakdown, fighting",13,2012,"['sad', 'beautiful', 'tragic']",verse
2571,Red,Sad Beautiful Tragic,"Silence, the train runs off its tracks",14,2012,"['sad', 'beautiful', 'tragic']",verse
2572,Red,Sad Beautiful Tragic,"Kiss me, try to fix it, could you just try to listen?",15,2012,"['sad', 'beautiful', 'tragic']",verse
2573,Red,Sad Beautiful Tragic,"Hang up, give up, and for the life of us we can't get back",16,2012,"['sad', 'beautiful', 'tragic']",verse
2580,Red,The Lucky One,New to town with a made up name,1,2012,['Lucky'],verse
2581,Red,The Lucky One,"In the angel city, chasing fortune and fame",2,2012,['Lucky'],verse
2582,Red,The Lucky One,"And the camera flashes, make it look like a dream",3,2012,['Lucky'],verse
2583,Red,The Lucky One,You had it figured out since you were in school,4,2012,['Lucky'],verse
2584,Red,The Lucky One,"Everybody loves pretty, everybody loves cool",5,2012,['Lucky'],verse
2585,Red,The Lucky One,So overnight you look like a sixties' queen,6,2012,['Lucky'],verse
2586,Red,The Lucky One,"Another name goes up in lights, like diamonds in the sky",7,2012,['Lucky'],verse
2590,Red,The Lucky One,"Now it's big black cars, and Riviera views",11,2012,['Lucky'],verse
2591,Red,The Lucky One,And your lover in the foyer doesn't even know you,12,2012,['Lucky'],verse
2592,Red,The Lucky One,And your secrets end up splashed on the news front page,13,2012,['Lucky'],verse
2593,Red,The Lucky One,And they tell you that you're lucky,14,2012,['Lucky'],verse
2594,Red,The Lucky One,But you're so confused,15,2012,['Lucky'],verse
2595,Red,The Lucky One,"Cause you don't feel pretty, you just feel used",16,2012,['Lucky'],verse
2596,Red,The Lucky One,And all the young things line up to take your place,17,2012,['Lucky'],verse
2597,Red,The Lucky One,Another name goes up in lights,18,2012,['Lucky'],verse
2598,Red,The Lucky One,You wonder if you'll make it out alive,19,2012,['Lucky'],verse
2602,Red,The Lucky One,"It was a few years later, I showed up here",23,2012,['Lucky'],verse
2603,Red,The Lucky One,And they still tell the legend of how you disappeared,24,2012,['Lucky'],verse
2604,Red,The Lucky One,"How you took the money and your dignity, and got the hell out",25,2012,['Lucky'],verse
2605,Red,The Lucky One,They say you bought a bunch of land somewhere,26,2012,['Lucky'],verse
2606,Red,The Lucky One,Chose a rose garden over Madison Square,27,2012,['Lucky'],verse
2607,Red,The Lucky One,"And it took some time, but I understand it now",28,2012,['Lucky'],verse
2608,Red,The Lucky One,"Cause now my name is up in lights, but I think you got it right",29,2012,['Lucky'],verse
2611,Red,The Lucky One,"Let me tell you now, you're the lucky one, oh, oh, oh",32,2012,['Lucky'],verse
2614,Red,The Lucky One,"And they'll tell you now, you're the lucky one, oh, oh, oh",35,2012,['Lucky'],verse
2615,Red,The Lucky One,"Oh, whoa, oh, oh",36,2012,['Lucky'],verse
2616,Red,Everything Has Changed (Ft. Ed Sheeran),All I knew this morning when I woke,1,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2617,Red,Everything Has Changed (Ft. Ed Sheeran),"Is I know something now, know something now I didn't before",2,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2618,Red,Everything Has Changed (Ft. Ed Sheeran),And all I've seen since 18 hours ago is green eyes and freckles and your smile,3,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2619,Red,Everything Has Changed (Ft. Ed Sheeran),In the back of my mind making me feel like,4,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2633,Red,Everything Has Changed (Ft. Ed Sheeran),Taylor Swift,18,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2634,Red,Everything Has Changed (Ft. Ed Sheeran),And all my walls stood tall painted blue,19,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2635,Red,Everything Has Changed (Ft. Ed Sheeran),And I'll take them down,20,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2636,Red,Everything Has Changed (Ft. Ed Sheeran),Take them down and open up the door for you,21,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2637,Red,Everything Has Changed (Ft. Ed Sheeran),And all I feel in my stomach is butterflies,22,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2638,Red,Everything Has Changed (Ft. Ed Sheeran),"The beautiful kind, making up for lost time",23,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2639,Red,Everything Has Changed (Ft. Ed Sheeran),"Taking flight, making me feel like",24,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2653,Red,Everything Has Changed (Ft. Ed Sheeran),Come back and tell me why,38,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2654,Red,Everything Has Changed (Ft. Ed Sheeran),I'm feeling like i've missed you all this time,39,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2655,Red,Everything Has Changed (Ft. Ed Sheeran),And meet me there tonight,40,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2656,Red,Everything Has Changed (Ft. Ed Sheeran),And let me know that it's not all in my mind,41,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2661,Red,Everything Has Changed (Ft. Ed Sheeran),And your eyes look lIke coming home,46,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2666,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is we said hello,51,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2667,Red,Everything Has Changed (Ft. Ed Sheeran),So dust off your highest hopes,52,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2668,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is pouring rain,53,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2669,Red,Everything Has Changed (Ft. Ed Sheeran),And everything has changed,54,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2670,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is a new found grace,55,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2671,Red,Everything Has Changed (Ft. Ed Sheeran),"All my days, I'll know your face",56,2012,"['change', 'Ft', '  ', 'Ed', '  ', 'Sheeran']",verse
2673,Red,Starlight,"I said, ""Oh my, what a marvelous tune""",1,2012,['Starlight'],verse
2679,Red,Starlight,"I met Bobby on the boardwalk, summer of '45",7,2012,['Starlight'],verse
2680,Red,Starlight,"Picked me up, late one night at the window",8,2012,['Starlight'],verse
2681,Red,Starlight,"We were 17 and crazy, running wild, wild",9,2012,['Starlight'],verse
2682,Red,Starlight,Can't remember what song it was playing when we walked in,10,2012,['Starlight'],verse
2683,Red,Starlight,The night we snuck into a yacht club party,11,2012,['Starlight'],verse
2684,Red,Starlight,Pretending to be a duchess and a prince,12,2012,['Starlight'],verse
2685,Red,Starlight,"And I said, ""Oh my, what a marvelous tune""",13,2012,['Starlight'],verse
2691,Red,Starlight,"He said, ""Look at you worrying too much about things you can't change",19,2012,['Starlight'],verse
2692,Red,Starlight,"You'll spend your whole life singing the blues if you keep thinking that way""",20,2012,['Starlight'],verse
2693,Red,Starlight,He was trying to skip rocks on the ocean saying to me,21,2012,['Starlight'],verse
2694,Red,Starlight,"""Don't you see the starlight, starlight?",22,2012,['Starlight'],verse
2695,Red,Starlight,"Don't you dream impossible things?""",23,2012,['Starlight'],verse
2696,Red,Starlight,"Like, ""Oh my, what a marvelous tune""",24,2012,['Starlight'],verse
2702,Red,Starlight,"Ooh, ooh, he's talking crazy",30,2012,['Starlight'],verse
2703,Red,Starlight,"Ooh, ooh, dancing with me",31,2012,['Starlight'],verse
2704,Red,Starlight,"Ooh, ooh, we could get married",32,2012,['Starlight'],verse
2705,Red,Starlight,Have ten kids and teach 'em how to dream,33,2012,['Starlight'],verse
2706,Red,Starlight,"Oh my, what a marvelous tune",34,2012,['Starlight'],verse
2714,Red,Starlight,"Like starlight, starlight",42,2012,['Starlight'],verse
2716,Red,Starlight,"Don't you see the starlight, starlight?",44,2012,['Starlight'],verse
2717,Red,Starlight,Don't you dream impossible things?,45,2012,['Starlight'],verse
2718,Red,Begin Again,Took a deep breath in the mirror,1,2012,['begin'],verse
2719,Red,Begin Again,He didn't like it when I wore high heels,2,2012,['begin'],verse
2721,Red,Begin Again,Turn the lock and put my headphones on,4,2012,['begin'],verse
2722,Red,Begin Again,"He always said he didn't get this song but I do, I do",5,2012,['begin'],verse
2723,Red,Begin Again,Walked in expecting you'd be late,6,2012,['begin'],verse
2724,Red,Begin Again,But you got here early and you stand and wave,7,2012,['begin'],verse
2725,Red,Begin Again,I walk to you,8,2012,['begin'],verse
2726,Red,Begin Again,You pull my chair out and help me in,9,2012,['begin'],verse
2727,Red,Begin Again,And you don't know how nice that is but I do,10,2012,['begin'],verse
2733,Red,Begin Again,You said you never met one girl who,16,2012,['begin'],verse
2734,Red,Begin Again,Had as many James Taylor records as you,17,2012,['begin'],verse
2736,Red,Begin Again,We tell stories and you don't know why I'm coming off a little shy,19,2012,['begin'],verse
2743,Red,Begin Again,"And we walked down the block, to my car",26,2012,['begin'],verse
2744,Red,Begin Again,And I almost brought him up,27,2012,['begin'],verse
2745,Red,Begin Again,But you start to talk about the movies,28,2012,['begin'],verse
2746,Red,Begin Again,That your family watches every single Christmas,29,2012,['begin'],verse
2747,Red,Begin Again,And I want to talk about that,30,2012,['begin'],verse
2748,Red,Begin Again,And for the first time what's past is past,31,2012,['begin'],verse
2749,Red,Begin Again,Cause you throw your head back laughing like a little kid,32,2012,['begin'],verse
2755,Red,The Moment I Knew,You should've been there,1,2012,"['moment', 'know']",verse
2756,Red,The Moment I Knew,Should've burst through the door,2,2012,"['moment', 'know']",verse
2757,Red,The Moment I Knew,With that 'baby I'm right here' smile,3,2012,"['moment', 'know']",verse
2758,Red,The Moment I Knew,And it would've felt like,4,2012,"['moment', 'know']",verse
2759,Red,The Moment I Knew,A million little shining stars had just aligned,5,2012,"['moment', 'know']",verse
2761,Red,The Moment I Knew,Christmas lights glisten,7,2012,"['moment', 'know']",verse
2762,Red,The Moment I Knew,I've got my eye on the door,8,2012,"['moment', 'know']",verse
2763,Red,The Moment I Knew,Just waiting for you to walk in,9,2012,"['moment', 'know']",verse
2764,Red,The Moment I Knew,But the time is ticking,10,2012,"['moment', 'know']",verse
2765,Red,The Moment I Knew,People ask me how I've been,11,2012,"['moment', 'know']",verse
2766,Red,The Moment I Knew,As I comb back through my memory,12,2012,"['moment', 'know']",verse
2767,Red,The Moment I Knew,How you said you'd be here,13,2012,"['moment', 'know']",verse
2768,Red,The Moment I Knew,You said you'd be here,14,2012,"['moment', 'know']",verse
2774,Red,The Moment I Knew,As I'm looking around the room,20,2012,"['moment', 'know']",verse
2777,Red,The Moment I Knew,And the hours pass by,23,2012,"['moment', 'know']",verse
2778,Red,The Moment I Knew,Now I just wanna be alone,24,2012,"['moment', 'know']",verse
2779,Red,The Moment I Knew,But your close friends always seem to know,25,2012,"['moment', 'know']",verse
2780,Red,The Moment I Knew,When there's something really wrong,26,2012,"['moment', 'know']",verse
2781,Red,The Moment I Knew,So they follow me down the hall,27,2012,"['moment', 'know']",verse
2782,Red,The Moment I Knew,And there in the bathroom,28,2012,"['moment', 'know']",verse
2783,Red,The Moment I Knew,I try not to fall apart,29,2012,"['moment', 'know']",verse
2784,Red,The Moment I Knew,And the sinking feeling starts,30,2012,"['moment', 'know']",verse
2785,Red,The Moment I Knew,As I say hopelessly,31,2012,"['moment', 'know']",verse
2786,Red,The Moment I Knew,"""He said he'd be here""",32,2012,"['moment', 'know']",verse
2792,Red,The Moment I Knew,And asking me about you,38,2012,"['moment', 'know']",verse
2795,Red,The Moment I Knew,What do you say,41,2012,"['moment', 'know']",verse
2796,Red,The Moment I Knew,When tears are streaming down your face,42,2012,"['moment', 'know']",verse
2797,Red,The Moment I Knew,In front of everyone you know?,43,2012,"['moment', 'know']",verse
2798,Red,The Moment I Knew,And what do you do when the one,44,2012,"['moment', 'know']",verse
2799,Red,The Moment I Knew,Who means the most to you,45,2012,"['moment', 'know']",verse
2800,Red,The Moment I Knew,Is the one who didn't show?,46,2012,"['moment', 'know']",verse
2801,Red,The Moment I Knew,You should've been here,47,2012,"['moment', 'know']",verse
2807,Red,The Moment I Knew,And they're all standing around me singing,53,2012,"['moment', 'know']",verse
2808,Red,The Moment I Knew,"""Happy birthday to you""",54,2012,"['moment', 'know']",verse
2812,Red,The Moment I Knew,I knew,58,2012,"['moment', 'know']",verse
2814,Red,The Moment I Knew,You call me later,60,2012,"['moment', 'know']",verse
2815,Red,The Moment I Knew,"And said, ""I'm sorry I didn't make it""",61,2012,"['moment', 'know']",verse
2816,Red,The Moment I Knew,"And I said, ""I'm sorry too""",62,2012,"['moment', 'know']",verse
2818,Red,Come Back... Be Here,You said it in a simple way,1,2012,['come'],verse
2819,Red,Come Back... Be Here,"4 AM, the second day",2,2012,['come'],verse
2820,Red,Come Back... Be Here,How strange that I don't know you at all,3,2012,['come'],verse
2821,Red,Come Back... Be Here,Stumbled through the long goodbye,4,2012,['come'],verse
2822,Red,Come Back... Be Here,"One last kiss, then catch your flight",5,2012,['come'],verse
2823,Red,Come Back... Be Here,Right when I was just about to fall,6,2012,['come'],verse
2824,Red,Come Back... Be Here,I told myself don't get attached,7,2012,['come'],verse
