,album,track_title,lyric,line,year,title_lemmas,lyric_type
1,Taylor Swift,Tim McGraw,Put those Georgia stars to shame that night,2,2006,"['Tim', 'McGraw']",chorus
2,Taylor Swift,Tim McGraw,"I said, ""That's a lie""",3,2006,"['Tim', 'McGraw']",chorus
9,Taylor Swift,Tim McGraw,I hope you think my favorite song,10,2006,"['Tim', 'McGraw']",chorus
10,Taylor Swift,Tim McGraw,The one we danced to all night long,11,2006,"['Tim', 'McGraw']",chorus
11,Taylor Swift,Tim McGraw,The moon like a spotlight on the lake,12,2006,"['Tim', 'McGraw']",chorus
12,Taylor Swift,Tim McGraw,When you think happiness,13,2006,"['Tim', 'McGraw']",chorus
13,Taylor Swift,Tim McGraw,I hope you think that little black dress,14,2006,"['Tim', 'McGraw']",chorus
14,Taylor Swift,Tim McGraw,Think of my head on your chest,15,2006,"['Tim', 'McGraw']",chorus
15,Taylor Swift,Tim McGraw,And my old faded blue jeans,16,2006,"['Tim', 'McGraw']",chorus
16,Taylor Swift,Tim McGraw,When you think Tim McGraw,17,2006,"['Tim', 'McGraw']",chorus
17,Taylor Swift,Tim McGraw,I hope you think of me,18,2006,"['Tim', 'McGraw']",chorus
26,Taylor Swift,Tim McGraw,When you think Tim McGraw,27,2006,"['Tim', 'McGraw']",chorus
27,Taylor Swift,Tim McGraw,I hope you think my favorite song,28,2006,"['Tim', 'McGraw']",chorus
28,Taylor Swift,Tim McGraw,The one we danced to all night long,29,2006,"['Tim', 'McGraw']",chorus
29,Taylor Swift,Tim McGraw,The moon like a spotlight on the lake,30,2006,"['Tim', 'McGraw']",chorus
30,Taylor Swift,Tim McGraw,When you think happiness,31,2006,"['Tim', 'McGraw']",chorus
31,Taylor Swift,Tim McGraw,I hope you think that little black dress,32,2006,"['Tim', 'McGraw']",chorus
32,Taylor Swift,Tim McGraw,Think of my head on your chest,33,2006,"['Tim', 'McGraw']",chorus
33,Taylor Swift,Tim McGraw,And my old faded blue jeans,34,2006,"['Tim', 'McGraw']",chorus
34,Taylor Swift,Tim McGraw,When you think Tim McGraw,35,2006,"['Tim', 'McGraw']",chorus
35,Taylor Swift,Tim McGraw,I hope you think of me,36,2006,"['Tim', 'McGraw']",chorus
41,Taylor Swift,Tim McGraw,I hope you think my favorite song,42,2006,"['Tim', 'McGraw']",chorus
44,Taylor Swift,Tim McGraw,When you think happiness,45,2006,"['Tim', 'McGraw']",chorus
45,Taylor Swift,Tim McGraw,I hope you think that little black dress,46,2006,"['Tim', 'McGraw']",chorus
46,Taylor Swift,Tim McGraw,Think of my head on your chest,47,2006,"['Tim', 'McGraw']",chorus
47,Taylor Swift,Tim McGraw,And my old faded blue jeans,48,2006,"['Tim', 'McGraw']",chorus
48,Taylor Swift,Tim McGraw,When you think Tim McGraw,49,2006,"['Tim', 'McGraw']",chorus
49,Taylor Swift,Tim McGraw,I hope you think of me,50,2006,"['Tim', 'McGraw']",chorus
53,Taylor Swift,Tim McGraw,Put those Georgia stars to shame that night,54,2006,"['Tim', 'McGraw']",chorus
54,Taylor Swift,Tim McGraw,"I said, ""That's a lie""",55,2006,"['Tim', 'McGraw']",chorus
60,Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,6,2006,"['picture', 'burn']",chorus
61,Taylor Swift,Picture To Burn,You never let me drive,7,2006,"['picture', 'burn']",chorus
62,Taylor Swift,Picture To Burn,You're a redneck heartbreak,8,2006,"['picture', 'burn']",chorus
63,Taylor Swift,Picture To Burn,Who's really bad at lying,9,2006,"['picture', 'burn']",chorus
64,Taylor Swift,Picture To Burn,So watch me strike a match,10,2006,"['picture', 'burn']",chorus
65,Taylor Swift,Picture To Burn,On all my wasted time,11,2006,"['picture', 'burn']",chorus
66,Taylor Swift,Picture To Burn,As far as I'm concerned you're,12,2006,"['picture', 'burn']",chorus
67,Taylor Swift,Picture To Burn,Just another picture to burn,13,2006,"['picture', 'burn']",chorus
74,Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,20,2006,"['picture', 'burn']",chorus
75,Taylor Swift,Picture To Burn,You never let me drive,21,2006,"['picture', 'burn']",chorus
76,Taylor Swift,Picture To Burn,You're a redneck heartbreak,22,2006,"['picture', 'burn']",chorus
77,Taylor Swift,Picture To Burn,Who's really bad at lying,23,2006,"['picture', 'burn']",chorus
78,Taylor Swift,Picture To Burn,So watch me strike a match,24,2006,"['picture', 'burn']",chorus
79,Taylor Swift,Picture To Burn,On all my wasted time,25,2006,"['picture', 'burn']",chorus
80,Taylor Swift,Picture To Burn,As far as I'm concerned you're,26,2006,"['picture', 'burn']",chorus
81,Taylor Swift,Picture To Burn,Just another picture to burn,27,2006,"['picture', 'burn']",chorus
87,Taylor Swift,Picture To Burn,You never let me drive,33,2006,"['picture', 'burn']",chorus
88,Taylor Swift,Picture To Burn,You're a redneck heartbreak,34,2006,"['picture', 'burn']",chorus
89,Taylor Swift,Picture To Burn,Who's really bad at lying,35,2006,"['picture', 'burn']",chorus
90,Taylor Swift,Picture To Burn,So watch me strike a match,36,2006,"['picture', 'burn']",chorus
91,Taylor Swift,Picture To Burn,On all my wasted time,37,2006,"['picture', 'burn']",chorus
94,Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,40,2006,"['picture', 'burn']",chorus
95,Taylor Swift,Picture To Burn,You never let me drive,41,2006,"['picture', 'burn']",chorus
96,Taylor Swift,Picture To Burn,You're a redneck heartbreak,42,2006,"['picture', 'burn']",chorus
97,Taylor Swift,Picture To Burn,Who's really bad at lying,43,2006,"['picture', 'burn']",chorus
98,Taylor Swift,Picture To Burn,So watch me strike a match,44,2006,"['picture', 'burn']",chorus
99,Taylor Swift,Picture To Burn,On all my wasted time,45,2006,"['picture', 'burn']",chorus
100,Taylor Swift,Picture To Burn,As far as I'm concerned you're,46,2006,"['picture', 'burn']",chorus
101,Taylor Swift,Picture To Burn,Just another picture to burn,47,2006,"['picture', 'burn']",chorus
105,Taylor Swift,Teardrops On My Guitar,Drew looks at me,1,2006,"['teardrop', 'guitar']",chorus
106,Taylor Swift,Teardrops On My Guitar,I fake a smile so he won't see,2,2006,"['teardrop', 'guitar']",chorus
117,Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,13,2006,"['teardrop', 'guitar']",chorus
118,Taylor Swift,Teardrops On My Guitar,The only thing that keeps me wishing on a wishing star,14,2006,"['teardrop', 'guitar']",chorus
119,Taylor Swift,Teardrops On My Guitar,He's the song in the car,15,2006,"['teardrop', 'guitar']",chorus
120,Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",16,2006,"['teardrop', 'guitar']",chorus
127,Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,23,2006,"['teardrop', 'guitar']",chorus
128,Taylor Swift,Teardrops On My Guitar,The only thing that keeps me wishing on a wishing star,24,2006,"['teardrop', 'guitar']",chorus
129,Taylor Swift,Teardrops On My Guitar,He's the song in the car,25,2006,"['teardrop', 'guitar']",chorus
130,Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",26,2006,"['teardrop', 'guitar']",chorus
133,Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,29,2006,"['teardrop', 'guitar']",chorus
135,Taylor Swift,Teardrops On My Guitar,He's the song in the car,31,2006,"['teardrop', 'guitar']",chorus
136,Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",32,2006,"['teardrop', 'guitar']",chorus
139,Taylor Swift,Teardrops On My Guitar,Drew looks at me,35,2006,"['teardrop', 'guitar']",chorus
140,Taylor Swift,Teardrops On My Guitar,I fake a smile so he won't see,36,2006,"['teardrop', 'guitar']",chorus
147,Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",7,2006,"['Place', 'world']",chorus
148,Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",8,2006,"['Place', 'world']",chorus
149,Taylor Swift,A Place In This World,"Oh, I'm just a girl, trying to find a place in this world",9,2006,"['Place', 'world']",chorus
156,Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",16,2006,"['Place', 'world']",chorus
157,Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",17,2006,"['Place', 'world']",chorus
158,Taylor Swift,A Place In This World,"Oh, I'm just a girl, trying to find a place in this world",18,2006,"['Place', 'world']",chorus
161,Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",21,2006,"['Place', 'world']",chorus
162,Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",22,2006,"['Place', 'world']",chorus
165,Taylor Swift,A Place In This World,Oh I'm just a girl,25,2006,"['Place', 'world']",chorus
167,Taylor Swift,A Place In This World,Oh I'm just a girl,27,2006,"['Place', 'world']",chorus
172,Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",5,2006,['cold'],chorus
173,Taylor Swift,Cold as You,"Just walk away, no use defending words that you will never say",6,2006,['cold'],chorus
174,Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,7,2006,['cold'],chorus
175,Taylor Swift,Cold as You,I've never been anywhere cold as you,8,2006,['cold'],chorus
180,Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",13,2006,['cold'],chorus
181,Taylor Swift,Cold as You,"Just walk away, no use defending words that you will never say",14,2006,['cold'],chorus
182,Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,15,2006,['cold'],chorus
183,Taylor Swift,Cold as You,I've never been anywhere cold as you,16,2006,['cold'],chorus
187,Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",20,2006,['cold'],chorus
190,Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,23,2006,['cold'],chorus
191,Taylor Swift,Cold as You,I've never been anywhere cold as you,24,2006,['cold'],chorus
199,Taylor Swift,The Outside,So how can I ever try to be better?,8,2006,['Outside'],chorus
200,Taylor Swift,The Outside,Nobody ever lets me in,9,2006,['Outside'],chorus
201,Taylor Swift,The Outside,"I can still see you, this ain't the best view",10,2006,['Outside'],chorus
202,Taylor Swift,The Outside,On the outside looking in,11,2006,['Outside'],chorus
203,Taylor Swift,The Outside,I've been a lot of lonely places,12,2006,['Outside'],chorus
204,Taylor Swift,The Outside,I've never been on the outside,13,2006,['Outside'],chorus
212,Taylor Swift,The Outside,So how can I ever try to be better?,21,2006,['Outside'],chorus
213,Taylor Swift,The Outside,Nobody ever lets me in,22,2006,['Outside'],chorus
214,Taylor Swift,The Outside,"I can still see you, this ain't the best view",23,2006,['Outside'],chorus
215,Taylor Swift,The Outside,On the outside looking in,24,2006,['Outside'],chorus
216,Taylor Swift,The Outside,I've been a lot of lonely places,25,2006,['Outside'],chorus
217,Taylor Swift,The Outside,I've never been on the outside,26,2006,['Outside'],chorus
218,Taylor Swift,The Outside,So how can I ever try to be better?,27,2006,['Outside'],chorus
219,Taylor Swift,The Outside,Nobody ever lets me in,28,2006,['Outside'],chorus
220,Taylor Swift,The Outside,"I can still see you, this ain't the best view",29,2006,['Outside'],chorus
221,Taylor Swift,The Outside,On the outside looking in,30,2006,['Outside'],chorus
222,Taylor Swift,The Outside,I've been a lot of lonely places,31,2006,['Outside'],chorus
223,Taylor Swift,The Outside,I've never been on the outside,32,2006,['Outside'],chorus
228,Taylor Swift,Tied Together With A Smile,Hold on,5,2006,"['tie', 'smile']",chorus
229,Taylor Swift,Tied Together With A Smile,Baby you're losing it,6,2006,"['tie', 'smile']",chorus
230,Taylor Swift,Tied Together With A Smile,The water's high,7,2006,"['tie', 'smile']",chorus
231,Taylor Swift,Tied Together With A Smile,You're jumping into it,8,2006,"['tie', 'smile']",chorus
232,Taylor Swift,Tied Together With A Smile,And letting go,9,2006,"['tie', 'smile']",chorus
233,Taylor Swift,Tied Together With A Smile,And no one knows,10,2006,"['tie', 'smile']",chorus
234,Taylor Swift,Tied Together With A Smile,That you cry,11,2006,"['tie', 'smile']",chorus
235,Taylor Swift,Tied Together With A Smile,But you don't tell anyone,12,2006,"['tie', 'smile']",chorus
236,Taylor Swift,Tied Together With A Smile,That you might,13,2006,"['tie', 'smile']",chorus
237,Taylor Swift,Tied Together With A Smile,Not be the golden one,14,2006,"['tie', 'smile']",chorus
238,Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,15,2006,"['tie', 'smile']",chorus
239,Taylor Swift,Tied Together With A Smile,But you're coming undone,16,2006,"['tie', 'smile']",chorus
246,Taylor Swift,Tied Together With A Smile,Hold on,23,2006,"['tie', 'smile']",chorus
247,Taylor Swift,Tied Together With A Smile,Baby you're losing it,24,2006,"['tie', 'smile']",chorus
248,Taylor Swift,Tied Together With A Smile,The water's high,25,2006,"['tie', 'smile']",chorus
249,Taylor Swift,Tied Together With A Smile,You're jumping into it,26,2006,"['tie', 'smile']",chorus
250,Taylor Swift,Tied Together With A Smile,And letting go,27,2006,"['tie', 'smile']",chorus
251,Taylor Swift,Tied Together With A Smile,And no one knows,28,2006,"['tie', 'smile']",chorus
252,Taylor Swift,Tied Together With A Smile,That you cry,29,2006,"['tie', 'smile']",chorus
253,Taylor Swift,Tied Together With A Smile,But you don't tell anyone,30,2006,"['tie', 'smile']",chorus
254,Taylor Swift,Tied Together With A Smile,That you might,31,2006,"['tie', 'smile']",chorus
255,Taylor Swift,Tied Together With A Smile,Not be the golden one,32,2006,"['tie', 'smile']",chorus
256,Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,33,2006,"['tie', 'smile']",chorus
257,Taylor Swift,Tied Together With A Smile,But you're coming undone,34,2006,"['tie', 'smile']",chorus
258,Taylor Swift,Tied Together With A Smile,Hold on,35,2006,"['tie', 'smile']",chorus
259,Taylor Swift,Tied Together With A Smile,Baby you're losing it,36,2006,"['tie', 'smile']",chorus
260,Taylor Swift,Tied Together With A Smile,The water's high,37,2006,"['tie', 'smile']",chorus
261,Taylor Swift,Tied Together With A Smile,You're jumping into it,38,2006,"['tie', 'smile']",chorus
262,Taylor Swift,Tied Together With A Smile,And letting go,39,2006,"['tie', 'smile']",chorus
263,Taylor Swift,Tied Together With A Smile,And no one knows,40,2006,"['tie', 'smile']",chorus
264,Taylor Swift,Tied Together With A Smile,That you cry,41,2006,"['tie', 'smile']",chorus
265,Taylor Swift,Tied Together With A Smile,But you don't tell anyone,42,2006,"['tie', 'smile']",chorus
266,Taylor Swift,Tied Together With A Smile,That you might,43,2006,"['tie', 'smile']",chorus
267,Taylor Swift,Tied Together With A Smile,Not be the golden one,44,2006,"['tie', 'smile']",chorus
268,Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,45,2006,"['tie', 'smile']",chorus
269,Taylor Swift,Tied Together With A Smile,But you're coming undone,46,2006,"['tie', 'smile']",chorus
282,Taylor Swift,Stay Beautiful,You're beautiful,9,2006,"['stay', 'beautiful']",chorus
283,Taylor Swift,Stay Beautiful,Every little piece love,10,2006,"['stay', 'beautiful']",chorus
284,Taylor Swift,Stay Beautiful,And don't you know,11,2006,"['stay', 'beautiful']",chorus
285,Taylor Swift,Stay Beautiful,You're really gonna be someone,12,2006,"['stay', 'beautiful']",chorus
286,Taylor Swift,Stay Beautiful,Ask anyone,13,2006,"['stay', 'beautiful']",chorus
287,Taylor Swift,Stay Beautiful,And when you find everything you looked for,14,2006,"['stay', 'beautiful']",chorus
288,Taylor Swift,Stay Beautiful,I hope your life will lead you back to my door,15,2006,"['stay', 'beautiful']",chorus
289,Taylor Swift,Stay Beautiful,"Oh, but if it don't",16,2006,"['stay', 'beautiful']",chorus
290,Taylor Swift,Stay Beautiful,Stay beautiful,17,2006,"['stay', 'beautiful']",chorus
298,Taylor Swift,Stay Beautiful,You're beautiful,25,2006,"['stay', 'beautiful']",chorus
299,Taylor Swift,Stay Beautiful,Every little piece love,26,2006,"['stay', 'beautiful']",chorus
300,Taylor Swift,Stay Beautiful,And don't you know,27,2006,"['stay', 'beautiful']",chorus
301,Taylor Swift,Stay Beautiful,You're really gonna be someone,28,2006,"['stay', 'beautiful']",chorus
302,Taylor Swift,Stay Beautiful,Ask anyone,29,2006,"['stay', 'beautiful']",chorus
303,Taylor Swift,Stay Beautiful,And when you find everything you looked for,30,2006,"['stay', 'beautiful']",chorus
304,Taylor Swift,Stay Beautiful,I hope your life will lead you back to my door,31,2006,"['stay', 'beautiful']",chorus
305,Taylor Swift,Stay Beautiful,"Oh, but if it don't",32,2006,"['stay', 'beautiful']",chorus
306,Taylor Swift,Stay Beautiful,Stay beautiful,33,2006,"['stay', 'beautiful']",chorus
312,Taylor Swift,Stay Beautiful,You're beautiful,39,2006,"['stay', 'beautiful']",chorus
313,Taylor Swift,Stay Beautiful,Every little piece love,40,2006,"['stay', 'beautiful']",chorus
314,Taylor Swift,Stay Beautiful,And don't you know,41,2006,"['stay', 'beautiful']",chorus
315,Taylor Swift,Stay Beautiful,You're really gonna be someone,42,2006,"['stay', 'beautiful']",chorus
316,Taylor Swift,Stay Beautiful,Ask anyone,43,2006,"['stay', 'beautiful']",chorus
317,Taylor Swift,Stay Beautiful,And when you find everything you looked for,44,2006,"['stay', 'beautiful']",chorus
319,Taylor Swift,Stay Beautiful,"Oh, but if it don't",46,2006,"['stay', 'beautiful']",chorus
321,Taylor Swift,Stay Beautiful,"Beautiful, beautiful, beautiful?",48,2006,"['stay', 'beautiful']",chorus
322,Taylor Swift,Stay Beautiful,"Beautiful, beautiful, beautiful?",49,2006,"['stay', 'beautiful']",chorus
325,Taylor Swift,Stay Beautiful,"Oh, but if it don't",52,2006,"['stay', 'beautiful']",chorus
326,Taylor Swift,Stay Beautiful,Stay beautiful,53,2006,"['stay', 'beautiful']",chorus
327,Taylor Swift,Stay Beautiful,Stay beautiful,54,2006,"['stay', 'beautiful']",chorus
334,Taylor Swift,Should've Said No,"It was a moment of weakness and you said, ""Yes""",6,2006,['say'],chorus
335,Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",7,2006,['say'],chorus
336,Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,8,2006,['say'],chorus
337,Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",9,2006,['say'],chorus
338,Taylor Swift,Should've Said No,Get back to me (get back to me),10,2006,['say'],chorus
339,Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",11,2006,['say'],chorus
340,Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",12,2006,['say'],chorus
341,Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,13,2006,['say'],chorus
342,Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",14,2006,['say'],chorus
348,Taylor Swift,Should've Said No,"It was a moment of weakness and you said, ""Yes""",20,2006,['say'],chorus
349,Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",21,2006,['say'],chorus
350,Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,22,2006,['say'],chorus
351,Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",23,2006,['say'],chorus
352,Taylor Swift,Should've Said No,Get back to me (get back to me),24,2006,['say'],chorus
353,Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",25,2006,['say'],chorus
354,Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",26,2006,['say'],chorus
355,Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,27,2006,['say'],chorus
356,Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",28,2006,['say'],chorus
362,Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",34,2006,['say'],chorus
363,Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,35,2006,['say'],chorus
364,Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",36,2006,['say'],chorus
365,Taylor Swift,Should've Said No,Get back to me (get back to me),37,2006,['say'],chorus
366,Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",38,2006,['say'],chorus
367,Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",39,2006,['say'],chorus
368,Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,40,2006,['say'],chorus
369,Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",41,2006,['say'],chorus
373,Taylor Swift,Mary's Song (Oh My My My),And our daddies used to joke about the two of us,4,2006,"['Mary', 'Song', 'oh']",chorus
382,Taylor Swift,Mary's Song (Oh My My My),Oh my my my my,13,2006,"['Mary', 'Song', 'oh']",chorus
386,Taylor Swift,Mary's Song (Oh My My My),And our daddies used to joke about the two of us,17,2006,"['Mary', 'Song', 'oh']",chorus
395,Taylor Swift,Mary's Song (Oh My My My),Oh my my my my,26,2006,"['Mary', 'Song', 'oh']",chorus
408,Taylor Swift,Our Song,I was riding shotgun with my hair undone,1,2006,['song'],chorus
409,Taylor Swift,Our Song,In the front seat of his car,2,2006,['song'],chorus
417,Taylor Swift,Our Song,Our song is the slamming screen door,10,2006,['song'],chorus
418,Taylor Swift,Our Song,"Sneakin' out late, tapping on your window",11,2006,['song'],chorus
419,Taylor Swift,Our Song,When we're on the phone and you talk real slow,12,2006,['song'],chorus
420,Taylor Swift,Our Song,Cause it's late and your mama don't know,13,2006,['song'],chorus
421,Taylor Swift,Our Song,Our song is the way you laugh,14,2006,['song'],chorus
422,Taylor Swift,Our Song,"The first date: ""Man, I didn't kiss her, and I should have""",15,2006,['song'],chorus
423,Taylor Swift,Our Song,And when I got home 'fore I said amen,16,2006,['song'],chorus
424,Taylor Swift,Our Song,Asking God if he could play it again,17,2006,['song'],chorus
433,Taylor Swift,Our Song,Our song is the slamming screen door,26,2006,['song'],chorus
434,Taylor Swift,Our Song,"Sneakin' out late, tapping on your window",27,2006,['song'],chorus
435,Taylor Swift,Our Song,When we're on the phone and you talk real slow,28,2006,['song'],chorus
436,Taylor Swift,Our Song,Cause it's late and your mama don't know,29,2006,['song'],chorus
437,Taylor Swift,Our Song,Our song is the way you laugh,30,2006,['song'],chorus
438,Taylor Swift,Our Song,"The first date: ""Man, I didn't kiss her, and I should have""",31,2006,['song'],chorus
439,Taylor Swift,Our Song,And when I got home 'fore I said amen,32,2006,['song'],chorus
440,Taylor Swift,Our Song,Asking God if he could play it again,33,2006,['song'],chorus
450,Taylor Swift,Our Song,And when I got home 'fore I said amen,43,2006,['song'],chorus
451,Taylor Swift,Our Song,Asking God if he could play it again,44,2006,['song'],chorus
453,Taylor Swift,Our Song,I was riding shotgun with my hair undone,46,2006,['song'],chorus
454,Taylor Swift,Our Song,In the front seat of his car,47,2006,['song'],chorus
465,Taylor Swift,I'm Only Me When I'm With You,I'm only up when you're not down,9,2006,[],chorus
466,Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,10,2006,[],chorus
467,Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,11,2006,[],chorus
468,Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,12,2006,[],chorus
469,Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,13,2006,[],chorus
470,Taylor Swift,I'm Only Me When I'm With You,And I'm only me when I'm with you,14,2006,[],chorus
479,Taylor Swift,I'm Only Me When I'm With You,I'm only up when you're not down,23,2006,[],chorus
480,Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,24,2006,[],chorus
481,Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,25,2006,[],chorus
482,Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,26,2006,[],chorus
483,Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,27,2006,[],chorus
484,Taylor Swift,I'm Only Me When I'm With You,And I'm only me when I'm with you,28,2006,[],chorus
488,Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,32,2006,[],chorus
489,Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,33,2006,[],chorus
490,Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,34,2006,[],chorus
491,Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,35,2006,[],chorus
497,Taylor Swift,I'm Only Me When I'm With You,Yeah,41,2006,[],chorus
498,Taylor Swift,Invisible,She can't see the way your eyes,1,2006,['invisible'],chorus
499,Taylor Swift,Invisible,Light up when you smile,2,2006,['invisible'],chorus
504,Taylor Swift,Invisible,I just want to show you,7,2006,['invisible'],chorus
505,Taylor Swift,Invisible,She don't even know you,8,2006,['invisible'],chorus
506,Taylor Swift,Invisible,She's never going to love you like I want to,9,2006,['invisible'],chorus
507,Taylor Swift,Invisible,And you just see right through me,10,2006,['invisible'],chorus
508,Taylor Swift,Invisible,If you only knew me,11,2006,['invisible'],chorus
509,Taylor Swift,Invisible,We could be a beautiful,12,2006,['invisible'],chorus
510,Taylor Swift,Invisible,Miracle,13,2006,['invisible'],chorus
511,Taylor Swift,Invisible,Unbelievable,14,2006,['invisible'],chorus
512,Taylor Swift,Invisible,Instead of just invisible,15,2006,['invisible'],chorus
519,Taylor Swift,Invisible,I just want to show you,22,2006,['invisible'],chorus
520,Taylor Swift,Invisible,She don't even know you,23,2006,['invisible'],chorus
521,Taylor Swift,Invisible,She's never going to love you like I want to,24,2006,['invisible'],chorus
522,Taylor Swift,Invisible,And you just see right through me,25,2006,['invisible'],chorus
523,Taylor Swift,Invisible,If you only knew me,26,2006,['invisible'],chorus
524,Taylor Swift,Invisible,We could be a beautiful,27,2006,['invisible'],chorus
525,Taylor Swift,Invisible,Miracle,28,2006,['invisible'],chorus
526,Taylor Swift,Invisible,Unbelievable,29,2006,['invisible'],chorus
527,Taylor Swift,Invisible,Instead of just invisible,30,2006,['invisible'],chorus
532,Taylor Swift,Invisible,I just want to show you,35,2006,['invisible'],chorus
533,Taylor Swift,Invisible,She don't even know you,36,2006,['invisible'],chorus
538,Taylor Swift,Invisible,We could be a beautiful,41,2006,['invisible'],chorus
539,Taylor Swift,Invisible,Miracle,42,2006,['invisible'],chorus
540,Taylor Swift,Invisible,Unbelievable,43,2006,['invisible'],chorus
541,Taylor Swift,Invisible,Instead of just invisible,44,2006,['invisible'],chorus
542,Taylor Swift,Invisible,She can't see the way your eyes,45,2006,['invisible'],chorus
543,Taylor Swift,Invisible,Light up when you smile,46,2006,['invisible'],chorus
544,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,1,2006,"['perfectly', 'good', 'heart']",chorus
545,Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?",2,2006,"['perfectly', 'good', 'heart']",chorus
546,Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,3,2006,"['perfectly', 'good', 'heart']",chorus
547,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,4,2006,"['perfectly', 'good', 'heart']",chorus
553,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,10,2006,"['perfectly', 'good', 'heart']",chorus
555,Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,12,2006,"['perfectly', 'good', 'heart']",chorus
556,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,13,2006,"['perfectly', 'good', 'heart']",chorus
559,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,16,2006,"['perfectly', 'good', 'heart']",chorus
560,Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?",17,2006,"['perfectly', 'good', 'heart']",chorus
561,Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,18,2006,"['perfectly', 'good', 'heart']",chorus
562,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,19,2006,"['perfectly', 'good', 'heart']",chorus
563,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,20,2006,"['perfectly', 'good', 'heart']",chorus
