,album,track_title,lyric,line,year,title_lemmas,lyric_type
1483,Speak Now,The Story of Us,Now I'm standing alone in a crowded room,29,2010,['Story'],chorus
1484,Speak Now,The Story of Us,And we're not speaking,30,2010,['Story'],chorus
1485,Speak Now,The Story of Us,And I'm dying to know,31,2010,['Story'],chorus
1486,Speak Now,The Story of Us,Is it killing you like it's killing me?,32,2010,['Story'],chorus
1487,Speak Now,The Story of Us,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",33,2010,['Story'],chorus
1488,Speak Now,The Story of Us,And the story of us looks a lot like a tragedy now,34,2010,['Story'],chorus
1497,Speak Now,The Story of Us,Now I'm standing alone in a crowded room,43,2010,['Story'],chorus
1498,Speak Now,The Story of Us,And we're not speaking,44,2010,['Story'],chorus
1499,Speak Now,The Story of Us,And I'm dying to know,45,2010,['Story'],chorus
1500,Speak Now,The Story of Us,Is it killing you like it's killing me?,46,2010,['Story'],chorus
1501,Speak Now,The Story of Us,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",47,2010,['Story'],chorus
1503,Speak Now,The Story of Us,And we're not speaking,49,2010,['Story'],chorus
1505,Speak Now,The Story of Us,Yeah,51,2010,['Story'],chorus
1507,Speak Now,The Story of Us,And the story of us looks a lot like a tragedy now,53,2010,['Story'],chorus
1516,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",8,2010,['grow'],chorus
1517,Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",9,2010,['grow'],chorus
1518,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",10,2010,['grow'],chorus
1519,Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",11,2010,['grow'],chorus
1530,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",22,2010,['grow'],chorus
1531,Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",23,2010,['grow'],chorus
1532,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",24,2010,['grow'],chorus
1533,Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",25,2010,['grow'],chorus
1547,Speak Now,Never Grow Up,"Oh I don't wanna grow up, wish I'd never grown up",39,2010,['grow'],chorus
1549,Speak Now,Never Grow Up,"Oh I don't wanna grow up, wish I'd never grown up",41,2010,['grow'],chorus
1551,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",43,2010,['grow'],chorus
1552,Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",44,2010,['grow'],chorus
1553,Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",45,2010,['grow'],chorus
1554,Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",46,2010,['grow'],chorus
1565,Speak Now,Enchanted,All I can say is,6,2010,['enchant'],chorus
1574,Speak Now,Enchanted,Enchanting to meet you,15,2010,['enchant'],chorus
1575,Speak Now,Enchanted,All I can say is,16,2010,['enchant'],chorus
1576,Speak Now,Enchanted,I was enchanted to meet you,17,2010,['enchant'],chorus
1577,Speak Now,Enchanted,This night is sparkling,18,2010,['enchant'],chorus
1578,Speak Now,Enchanted,Don't you let it go,19,2010,['enchant'],chorus
1579,Speak Now,Enchanted,I'm wonderstruck,20,2010,['enchant'],chorus
1580,Speak Now,Enchanted,Blushing all the way home,21,2010,['enchant'],chorus
1581,Speak Now,Enchanted,I'll spend forever,22,2010,['enchant'],chorus
1582,Speak Now,Enchanted,Wondering if you knew,23,2010,['enchant'],chorus
1583,Speak Now,Enchanted,I was enchanted to meet you,24,2010,['enchant'],chorus
1591,Speak Now,Enchanted,Enchanting to meet you,32,2010,['enchant'],chorus
1594,Speak Now,Enchanted,This night is sparkling,35,2010,['enchant'],chorus
1595,Speak Now,Enchanted,Don't you let it go,36,2010,['enchant'],chorus
1596,Speak Now,Enchanted,I'm wonderstruck,37,2010,['enchant'],chorus
1597,Speak Now,Enchanted,Blushing all the way home,38,2010,['enchant'],chorus
1598,Speak Now,Enchanted,I'll spend forever,39,2010,['enchant'],chorus
1599,Speak Now,Enchanted,Wondering if you knew,40,2010,['enchant'],chorus
1600,Speak Now,Enchanted,This night is flawless,41,2010,['enchant'],chorus
1601,Speak Now,Enchanted,Don't you let it go,42,2010,['enchant'],chorus
1602,Speak Now,Enchanted,I'm wonderstruck,43,2010,['enchant'],chorus
1603,Speak Now,Enchanted,Dancing around all alone,44,2010,['enchant'],chorus
1604,Speak Now,Enchanted,I'll spend forever,45,2010,['enchant'],chorus
1605,Speak Now,Enchanted,Wondering if you knew,46,2010,['enchant'],chorus
1606,Speak Now,Enchanted,I was enchanted to meet you,47,2010,['enchant'],chorus
1614,Speak Now,Enchanted,I was enchanted to meet you,55,2010,['enchant'],chorus
1615,Speak Now,Enchanted,Please don't be in love,56,2010,['enchant'],chorus
1616,Speak Now,Enchanted,With someone else,57,2010,['enchant'],chorus
1617,Speak Now,Enchanted,Please don't have somebody,58,2010,['enchant'],chorus
1618,Speak Now,Enchanted,Waiting on you,59,2010,['enchant'],chorus
1619,Speak Now,Enchanted,Please don't be in love,60,2010,['enchant'],chorus
1620,Speak Now,Enchanted,With someone else,61,2010,['enchant'],chorus
1621,Speak Now,Enchanted,Please don't have somebody,62,2010,['enchant'],chorus
1622,Speak Now,Enchanted,Waiting on you,63,2010,['enchant'],chorus
1623,Speak Now,Enchanted,This night is sparkling,64,2010,['enchant'],chorus
1624,Speak Now,Enchanted,Don't you let it go,65,2010,['enchant'],chorus
1625,Speak Now,Enchanted,I'm wonderstruck,66,2010,['enchant'],chorus
1626,Speak Now,Enchanted,Blushing all the way home,67,2010,['enchant'],chorus
1627,Speak Now,Enchanted,I'll spend forever,68,2010,['enchant'],chorus
1628,Speak Now,Enchanted,Wondering if you knew,69,2010,['enchant'],chorus
1629,Speak Now,Enchanted,This night is flawless,70,2010,['enchant'],chorus
1630,Speak Now,Enchanted,Don't you let it go,71,2010,['enchant'],chorus
1631,Speak Now,Enchanted,I'm wonderstruck,72,2010,['enchant'],chorus
1632,Speak Now,Enchanted,Dancing around all alone,73,2010,['enchant'],chorus
1633,Speak Now,Enchanted,I'll spend forever,74,2010,['enchant'],chorus
1634,Speak Now,Enchanted,Wondering if you knew,75,2010,['enchant'],chorus
1635,Speak Now,Enchanted,I was enchanted to meet you,76,2010,['enchant'],chorus
1636,Speak Now,Enchanted,Please don't be in love,77,2010,['enchant'],chorus
1637,Speak Now,Enchanted,With someone else,78,2010,['enchant'],chorus
1638,Speak Now,Enchanted,Please don't have somebody,79,2010,['enchant'],chorus
1639,Speak Now,Enchanted,Waiting on you,80,2010,['enchant'],chorus
1650,Speak Now,Better Than Revenge,She's not a saint and she's not what you think,11,2010,"['well', 'revenge']",chorus
1651,Speak Now,Better Than Revenge,"She's an actress, whoa",12,2010,"['well', 'revenge']",chorus
1652,Speak Now,Better Than Revenge,She's better known for the things that she does,13,2010,"['well', 'revenge']",chorus
1653,Speak Now,Better Than Revenge,"On the mattress, whoa",14,2010,"['well', 'revenge']",chorus
1654,Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,15,2010,"['well', 'revenge']",chorus
1655,Speak Now,Better Than Revenge,On the playground won't make you many friends,16,2010,"['well', 'revenge']",chorus
1656,Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",17,2010,"['well', 'revenge']",chorus
1666,Speak Now,Better Than Revenge,She's not a saint and she's not what you think,27,2010,"['well', 'revenge']",chorus
1667,Speak Now,Better Than Revenge,"She's an actress, whoa",28,2010,"['well', 'revenge']",chorus
1668,Speak Now,Better Than Revenge,She's better known for the things that she does,29,2010,"['well', 'revenge']",chorus
1669,Speak Now,Better Than Revenge,"On the mattress, whoa",30,2010,"['well', 'revenge']",chorus
1670,Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,31,2010,"['well', 'revenge']",chorus
1671,Speak Now,Better Than Revenge,On the playground won't make you many friends,32,2010,"['well', 'revenge']",chorus
1672,Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",33,2010,"['well', 'revenge']",chorus
1673,Speak Now,Better Than Revenge,"There is nothing I do better than revenge, HA!",34,2010,"['well', 'revenge']",chorus
1674,Speak Now,Better Than Revenge,"I'm just another thing for you to roll your eyes at, honey",35,2010,"['well', 'revenge']",chorus
1676,Speak Now,Better Than Revenge,"I'm just another thing for you to roll your eyes at, honey",37,2010,"['well', 'revenge']",chorus
1679,Speak Now,Better Than Revenge,She's not a saint and she's not what you think,40,2010,"['well', 'revenge']",chorus
1680,Speak Now,Better Than Revenge,"She's an actress, whoa",41,2010,"['well', 'revenge']",chorus
1681,Speak Now,Better Than Revenge,She's better known for the things that she does,42,2010,"['well', 'revenge']",chorus
1682,Speak Now,Better Than Revenge,"On the mattress, whoa",43,2010,"['well', 'revenge']",chorus
1683,Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,44,2010,"['well', 'revenge']",chorus
1684,Speak Now,Better Than Revenge,On the playground won't make you many friends,45,2010,"['well', 'revenge']",chorus
1685,Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",46,2010,"['well', 'revenge']",chorus
1686,Speak Now,Better Than Revenge,"There is nothing I do better than revenge, HA!",47,2010,"['well', 'revenge']",chorus
1687,Speak Now,Better Than Revenge,Do you still feel like you know what you're doing?,48,2010,"['well', 'revenge']",chorus
1689,Speak Now,Better Than Revenge,Do you still feel like you know what you're doing?,50,2010,"['well', 'revenge']",chorus
1698,Speak Now,Innocent,Lost your balance on a tightrope,3,2010,['innocent'],chorus
1704,Speak Now,Innocent,"It's alright, just wait and see",9,2010,['innocent'],chorus
1705,Speak Now,Innocent,Your string of lights is still bright to me,10,2010,['innocent'],chorus
1706,Speak Now,Innocent,"Oh, who you are is not where you've been",11,2010,['innocent'],chorus
1707,Speak Now,Innocent,You're still an innocent,12,2010,['innocent'],chorus
1708,Speak Now,Innocent,You're still an innocent,13,2010,['innocent'],chorus
1717,Speak Now,Innocent,"It's alright, just wait and see",22,2010,['innocent'],chorus
1718,Speak Now,Innocent,Your string of lights is still bright to me,23,2010,['innocent'],chorus
1720,Speak Now,Innocent,You're still an innocent,25,2010,['innocent'],chorus
1721,Speak Now,Innocent,"It's okay, life is a tough crowd",26,2010,['innocent'],chorus
1722,Speak Now,Innocent,"32, and still growing up now",27,2010,['innocent'],chorus
1723,Speak Now,Innocent,Who you are is not what you did,28,2010,['innocent'],chorus
1724,Speak Now,Innocent,You're still an innocent,29,2010,['innocent'],chorus
1731,Speak Now,Innocent,"It's alright, just wait and see",36,2010,['innocent'],chorus
1732,Speak Now,Innocent,Your string of lights is still bright to me,37,2010,['innocent'],chorus
1733,Speak Now,Innocent,"Oh, who you are is not where you've been",38,2010,['innocent'],chorus
1734,Speak Now,Innocent,You're still an innocent,39,2010,['innocent'],chorus
1735,Speak Now,Innocent,"It's okay, life is a tough crowd",40,2010,['innocent'],chorus
1736,Speak Now,Innocent,"32, and still growing up now",41,2010,['innocent'],chorus
1737,Speak Now,Innocent,Who you are is not what you did,42,2010,['innocent'],chorus
1738,Speak Now,Innocent,You're still an innocent,43,2010,['innocent'],chorus
1739,Speak Now,Innocent,You're still an innocent,44,2010,['innocent'],chorus
1740,Speak Now,Innocent,Lost your balance on a tightrope,45,2010,['innocent'],chorus
1742,Speak Now,Haunted,You and I walk a fragile line,1,2010,['haunt'],chorus
1743,Speak Now,Haunted,I have known it all this time,2,2010,['haunt'],chorus
1751,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",10,2010,['haunt'],chorus
1752,Speak Now,Haunted,I thought I had you figured out,11,2010,['haunt'],chorus
1753,Speak Now,Haunted,Something's gone terribly wrong,12,2010,['haunt'],chorus
1754,Speak Now,Haunted,You're all I wanted,13,2010,['haunt'],chorus
1755,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",14,2010,['haunt'],chorus
1756,Speak Now,Haunted,I thought I had you figured out,15,2010,['haunt'],chorus
1757,Speak Now,Haunted,Can't breathe whenever you're gone,16,2010,['haunt'],chorus
1758,Speak Now,Haunted,Can't turn back now I'm haunted,17,2010,['haunt'],chorus
1768,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",27,2010,['haunt'],chorus
1769,Speak Now,Haunted,I thought I had you figured out,28,2010,['haunt'],chorus
1770,Speak Now,Haunted,Something's gone terribly wrong,29,2010,['haunt'],chorus
1771,Speak Now,Haunted,You're all I wanted,30,2010,['haunt'],chorus
1772,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",31,2010,['haunt'],chorus
1773,Speak Now,Haunted,I thought I had you figured out,32,2010,['haunt'],chorus
1774,Speak Now,Haunted,Can't breathe whenever you're gone,33,2010,['haunt'],chorus
1775,Speak Now,Haunted,Can't turn back now I'm haunted,34,2010,['haunt'],chorus
1776,Speak Now,Haunted,I know,35,2010,['haunt'],chorus
1777,Speak Now,Haunted,I know,36,2010,['haunt'],chorus
1780,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",39,2010,['haunt'],chorus
1781,Speak Now,Haunted,I thought I had you figured out,40,2010,['haunt'],chorus
1782,Speak Now,Haunted,Something's gone terribly wrong,41,2010,['haunt'],chorus
1784,Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",43,2010,['haunt'],chorus
1785,Speak Now,Haunted,I thought I had you figured out,44,2010,['haunt'],chorus
1786,Speak Now,Haunted,Can't breathe whenever you're gone,45,2010,['haunt'],chorus
1787,Speak Now,Haunted,Can't turn back now I'm haunted,46,2010,['haunt'],chorus
1789,Speak Now,Haunted,You and I walk a fragile line,48,2010,['haunt'],chorus
1790,Speak Now,Haunted,I have known it all this time,49,2010,['haunt'],chorus
1807,Speak Now,Last Kiss,But now I'll go sit on the floor,15,2010,['kiss'],chorus
1808,Speak Now,Last Kiss,Wearing your clothes,16,2010,['kiss'],chorus
1809,Speak Now,Last Kiss,All that I know is,17,2010,['kiss'],chorus
1810,Speak Now,Last Kiss,I don't know how to be something you miss,18,2010,['kiss'],chorus
1811,Speak Now,Last Kiss,I never thought we'd have a last kiss,19,2010,['kiss'],chorus
1812,Speak Now,Last Kiss,Never imagined we'd end like this,20,2010,['kiss'],chorus
1813,Speak Now,Last Kiss,"Your name, forever the name on my lips",21,2010,['kiss'],chorus
1824,Speak Now,Last Kiss,But now I'll go sit on the floor,32,2010,['kiss'],chorus
1825,Speak Now,Last Kiss,Wearing your clothes,33,2010,['kiss'],chorus
1826,Speak Now,Last Kiss,All that I know is,34,2010,['kiss'],chorus
1827,Speak Now,Last Kiss,I don't know how to be something you miss,35,2010,['kiss'],chorus
1828,Speak Now,Last Kiss,I never thought we'd have a last kiss,36,2010,['kiss'],chorus
1829,Speak Now,Last Kiss,Never imagined we'd end like this,37,2010,['kiss'],chorus
1830,Speak Now,Last Kiss,"Your name, forever the name on my lips",38,2010,['kiss'],chorus
1842,Speak Now,Last Kiss,Wearing your clothes,50,2010,['kiss'],chorus
1843,Speak Now,Last Kiss,All that I know is,51,2010,['kiss'],chorus
1844,Speak Now,Last Kiss,I don't know how to be something you miss,52,2010,['kiss'],chorus
1845,Speak Now,Last Kiss,I never thought we'd have a last kiss,53,2010,['kiss'],chorus
1846,Speak Now,Last Kiss,Never imagined we'd end like this,54,2010,['kiss'],chorus
1847,Speak Now,Last Kiss,"Your name, forever the name on my lips",55,2010,['kiss'],chorus
1849,Speak Now,Last Kiss,Forever the name on my lips,57,2010,['kiss'],chorus
1850,Speak Now,Last Kiss,Forever the name on my lips,58,2010,['kiss'],chorus
1863,Speak Now,Long Live,Long live the walls we crashed through,12,2010,"['long', 'live']",chorus
1864,Speak Now,Long Live,All the kingdom lights shined just for me and you,13,2010,"['long', 'live']",chorus
1865,Speak Now,Long Live,I was screaming long live all the magic we made,14,2010,"['long', 'live']",chorus
1866,Speak Now,Long Live,And bring on all the pretenders,15,2010,"['long', 'live']",chorus
1867,Speak Now,Long Live,"One day, we will be remembered",16,2010,"['long', 'live']",chorus
1880,Speak Now,Long Live,Long live the walls we crashed through,29,2010,"['long', 'live']",chorus
1881,Speak Now,Long Live,All the kingdom lights shined just for me and you,30,2010,"['long', 'live']",chorus
1882,Speak Now,Long Live,I was screaming long live all the magic we made,31,2010,"['long', 'live']",chorus
1883,Speak Now,Long Live,And bring on all the pretenders,32,2010,"['long', 'live']",chorus
1884,Speak Now,Long Live,I'm not afraid,33,2010,"['long', 'live']",chorus
1886,Speak Now,Long Live,I had the time of my life fighting dragons with you,35,2010,"['long', 'live']",chorus
1888,Speak Now,Long Live,And bring on all the pretenders,37,2010,"['long', 'live']",chorus
1889,Speak Now,Long Live,"One day, we will be remembered",38,2010,"['long', 'live']",chorus
1903,Speak Now,Long Live,Long live the walls we crashed through,52,2010,"['long', 'live']",chorus
1906,Speak Now,Long Live,All the kingdom lights shined just for me and you,55,2010,"['long', 'live']",chorus
1907,Speak Now,Long Live,I was screaming long live all the magic we made,56,2010,"['long', 'live']",chorus
1908,Speak Now,Long Live,And bring on all the pretenders,57,2010,"['long', 'live']",chorus
1909,Speak Now,Long Live,I'm not afraid,58,2010,"['long', 'live']",chorus
1911,Speak Now,Long Live,I had the time of my life fighting dragons with you,60,2010,"['long', 'live']",chorus
1913,Speak Now,Long Live,And bring on all the pretenders,62,2010,"['long', 'live']",chorus
1914,Speak Now,Long Live,"One day, we will be remembered",63,2010,"['long', 'live']",chorus
1923,Speak Now,Ours,So don't you worry your pretty little mind,9,2010,[],chorus
1924,Speak Now,Ours,People throw rocks at things that shine,10,2010,[],chorus
1925,Speak Now,Ours,And life makes love look hard,11,2010,[],chorus
1926,Speak Now,Ours,"The stakes are high, the water's rough",12,2010,[],chorus
1927,Speak Now,Ours,But this love is ours,13,2010,[],chorus
1933,Speak Now,Ours,Don't you worry your pretty little mind,19,2010,[],chorus
1934,Speak Now,Ours,People throw rocks at things that shine,20,2010,[],chorus
1935,Speak Now,Ours,And life makes love look hard,21,2010,[],chorus
1936,Speak Now,Ours,"The stakes are high, the water's rough",22,2010,[],chorus
1937,Speak Now,Ours,But this love is ours,23,2010,[],chorus
1946,Speak Now,Ours,So don't you worry your pretty little mind,32,2010,[],chorus
1947,Speak Now,Ours,People throw rocks at things that shine,33,2010,[],chorus
1948,Speak Now,Ours,And life makes love look hard,34,2010,[],chorus
1949,Speak Now,Ours,Don't you worry your pretty little mind,35,2010,[],chorus
1950,Speak Now,Ours,People throw rocks at things that shine,36,2010,[],chorus
1953,Speak Now,Ours,"The stakes are high, the water's rough",39,2010,[],chorus
1954,Speak Now,Ours,But this love is ours,40,2010,[],chorus
1963,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",9,2010,['movie'],chorus
1964,Speak Now,If This Was a Movie,"You would, you would if this was a movie",10,2010,['movie'],chorus
1965,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,11,2010,['movie'],chorus
1966,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",12,2010,['movie'],chorus
1967,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",13,2010,['movie'],chorus
1968,Speak Now,If This Was a Movie,I know that we could work it out somehow,14,2010,['movie'],chorus
1969,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,15,2010,['movie'],chorus
1978,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",24,2010,['movie'],chorus
1979,Speak Now,If This Was a Movie,"You would, you would if this was a movie",25,2010,['movie'],chorus
1980,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,26,2010,['movie'],chorus
1981,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",27,2010,['movie'],chorus
1982,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",28,2010,['movie'],chorus
1983,Speak Now,If This Was a Movie,I know that we could work it out somehow,29,2010,['movie'],chorus
1984,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,30,2010,['movie'],chorus
1993,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",39,2010,['movie'],chorus
1994,Speak Now,If This Was a Movie,"You would, you would if this was a movie",40,2010,['movie'],chorus
1995,Speak Now,If This Was a Movie,Stand in the rain outside till I came out,41,2010,['movie'],chorus
1996,Speak Now,If This Was a Movie,"Come back, come back, come back to me like",42,2010,['movie'],chorus
1997,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",43,2010,['movie'],chorus
1998,Speak Now,If This Was a Movie,I know that we could work it out somehow,44,2010,['movie'],chorus
1999,Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,45,2010,['movie'],chorus
2015,Speak Now,Superman,I watch superman fly away,11,2010,['Superman'],chorus
2016,Speak Now,Superman,You've got a busy day today,12,2010,['Superman'],chorus
2017,Speak Now,Superman,"Go save the world, I'll be around",13,2010,['Superman'],chorus
2018,Speak Now,Superman,I watch superman fly away,14,2010,['Superman'],chorus
2019,Speak Now,Superman,Come back I'll be with you someday,15,2010,['Superman'],chorus
2020,Speak Now,Superman,I'll be right here on the ground,16,2010,['Superman'],chorus
2021,Speak Now,Superman,When you come back down,17,2010,['Superman'],chorus
2030,Speak Now,Superman,I watch superman fly away,26,2010,['Superman'],chorus
2031,Speak Now,Superman,You've got a busy day today,27,2010,['Superman'],chorus
2032,Speak Now,Superman,"Go save the world, I'll be around",28,2010,['Superman'],chorus
2033,Speak Now,Superman,I watch superman fly away,29,2010,['Superman'],chorus
2034,Speak Now,Superman,Come back I'll be with you someday,30,2010,['Superman'],chorus
2035,Speak Now,Superman,I'll be right here on the ground,31,2010,['Superman'],chorus
2036,Speak Now,Superman,When you come back down,32,2010,['Superman'],chorus
2047,Speak Now,Superman,I watch superman fly away,43,2010,['Superman'],chorus
2048,Speak Now,Superman,You've got a busy day today,44,2010,['Superman'],chorus
2049,Speak Now,Superman,"Go save the world, I'll be around",45,2010,['Superman'],chorus
2051,Speak Now,Superman,I watch superman fly away,47,2010,['Superman'],chorus
2053,Speak Now,Superman,I'll be right here on the ground,49,2010,['Superman'],chorus
2054,Speak Now,Superman,When you come back down,50,2010,['Superman'],chorus
2055,Speak Now,Superman,"La, la, la, la, la, la",51,2010,['Superman'],chorus
2056,Speak Now,Superman,"La, la, la, la, la, la",52,2010,['Superman'],chorus
2057,Speak Now,Superman,When you come back down,53,2010,['Superman'],chorus
2063,Red,State of Grace,And I never saw you coming,6,2012,"['state', 'Grace']",chorus
2064,Red,State of Grace,And I'll never be the same,7,2012,"['state', 'Grace']",chorus
2076,Red,State of Grace,And I never saw you coming,19,2012,"['state', 'Grace']",chorus
2077,Red,State of Grace,And I'll never be the same,20,2012,"['state', 'Grace']",chorus
2078,Red,State of Grace,This is a state of grace,21,2012,"['state', 'Grace']",chorus
2080,Red,State of Grace,Love is a ruthless game,23,2012,"['state', 'Grace']",chorus
2081,Red,State of Grace,Unless you play it good and right,24,2012,"['state', 'Grace']",chorus
2086,Red,State of Grace,And I never saw you coming,29,2012,"['state', 'Grace']",chorus
2087,Red,State of Grace,And I'll never be the same,30,2012,"['state', 'Grace']",chorus
2088,Red,State of Grace,And I never saw you coming,31,2012,"['state', 'Grace']",chorus
2089,Red,State of Grace,And I'll never be the same,32,2012,"['state', 'Grace']",chorus
2090,Red,State of Grace,This is a state of grace,33,2012,"['state', 'Grace']",chorus
2092,Red,State of Grace,Love is a ruthless game,35,2012,"['state', 'Grace']",chorus
2093,Red,State of Grace,Unless you play it good and right,36,2012,"['state', 'Grace']",chorus
2102,Red,Red,Losing him was blue like I'd never known,9,2012,['red'],chorus
2103,Red,Red,"Missing him was dark grey, all alone",10,2012,['red'],chorus
2104,Red,Red,Forgetting him was like trying to know somebody you never met,11,2012,['red'],chorus
2105,Red,Red,But loving him was red,12,2012,['red'],chorus
2114,Red,Red,Losing him was blue like I'd never known,21,2012,['red'],chorus
2115,Red,Red,"Missing him was dark grey, all alone",22,2012,['red'],chorus
2116,Red,Red,Forgetting him was like trying to know somebody you never met,23,2012,['red'],chorus
2117,Red,Red,But loving him was red,24,2012,['red'],chorus
2124,Red,Red,Losing him was blue like I'd never known,31,2012,['red'],chorus
2125,Red,Red,"Missing him was dark grey, all alone",32,2012,['red'],chorus
2126,Red,Red,Forgetting him was like trying to know somebody you never met,33,2012,['red'],chorus
2127,Red,Red,But loving him was red,34,2012,['red'],chorus
2130,Red,Red,"Yeah, yeah",37,2012,['red'],chorus
2140,Red,Treacherous,This slope is treacherous,9,2012,['treacherous'],chorus
2141,Red,Treacherous,This path is reckless,10,2012,['treacherous'],chorus
2142,Red,Treacherous,This slope is treacherous,11,2012,['treacherous'],chorus
2143,Red,Treacherous,And I I I like it,12,2012,['treacherous'],chorus
2150,Red,Treacherous,This slope is treacherous,19,2012,['treacherous'],chorus
2151,Red,Treacherous,This path is reckless,20,2012,['treacherous'],chorus
2152,Red,Treacherous,This slope is treacherous,21,2012,['treacherous'],chorus
2153,Red,Treacherous,And I I I like it,22,2012,['treacherous'],chorus
2154,Red,Treacherous,Two headlights shine through the sleepless night,23,2012,['treacherous'],chorus
2155,Red,Treacherous,And I will get you get you alone,24,2012,['treacherous'],chorus
2156,Red,Treacherous,Your name has echoed through my mind,25,2012,['treacherous'],chorus
2157,Red,Treacherous,And I just think you should think you should know,26,2012,['treacherous'],chorus
2158,Red,Treacherous,That nothing safe is worth the drive,27,2012,['treacherous'],chorus
2159,Red,Treacherous,"And I will follow you follow you home, follow you follow you home",28,2012,['treacherous'],chorus
2160,Red,Treacherous,This hope is treacherous,29,2012,['treacherous'],chorus
2161,Red,Treacherous,This daydream is dangerous,30,2012,['treacherous'],chorus
2162,Red,Treacherous,This slope is treacherous,31,2012,['treacherous'],chorus
2164,Red,Treacherous,Two headlights shine through the sleepless night,33,2012,['treacherous'],chorus
2165,Red,Treacherous,And I will get you get you alone,34,2012,['treacherous'],chorus
2166,Red,Treacherous,Your name has echoed through my mind,35,2012,['treacherous'],chorus
2167,Red,Treacherous,And I just think you should think you should know,36,2012,['treacherous'],chorus
2168,Red,Treacherous,That nothing safe is worth the drive,37,2012,['treacherous'],chorus
2169,Red,Treacherous,"And I will follow you follow you home, follow you follow you home",38,2012,['treacherous'],chorus
2170,Red,Treacherous,This hope is treacherous,39,2012,['treacherous'],chorus
2171,Red,Treacherous,This daydream is dangerous,40,2012,['treacherous'],chorus
2172,Red,Treacherous,This hope is treacherous,41,2012,['treacherous'],chorus
2174,Red,Treacherous,Two headlights shine through the sleepless night,43,2012,['treacherous'],chorus
2175,Red,Treacherous,And I will get you get you alone,44,2012,['treacherous'],chorus
2176,Red,Treacherous,Your name has echoed through my mind,45,2012,['treacherous'],chorus
2177,Red,Treacherous,And I just think you should think you should know,46,2012,['treacherous'],chorus
2178,Red,Treacherous,That nothing safe is worth the drive,47,2012,['treacherous'],chorus
2179,Red,Treacherous,"And I will follow you follow you home, follow you follow you home",48,2012,['treacherous'],chorus
2181,Red,Treacherous,This slope is treacherous,50,2012,['treacherous'],chorus
2192,Red,I Knew You Were Trouble,So shame on me now,10,2012,"['know', 'trouble']",chorus
2193,Red,I Knew You Were Trouble,Flew me to places I'd never been,11,2012,"['know', 'trouble']",chorus
2194,Red,I Knew You Were Trouble,"Till you put me down, oh",12,2012,"['know', 'trouble']",chorus
2195,Red,I Knew You Were Trouble,I knew you were trouble when you walked in,13,2012,"['know', 'trouble']",chorus
2196,Red,I Knew You Were Trouble,So shame on me now,14,2012,"['know', 'trouble']",chorus
2197,Red,I Knew You Were Trouble,Flew me to places I'd never been,15,2012,"['know', 'trouble']",chorus
2198,Red,I Knew You Were Trouble,Now I'm lying on the cold hard ground,16,2012,"['know', 'trouble']",chorus
2199,Red,I Knew You Were Trouble,"Oh, oh",17,2012,"['know', 'trouble']",chorus
2200,Red,I Knew You Were Trouble,"Trouble, trouble, trouble",18,2012,"['know', 'trouble']",chorus
2201,Red,I Knew You Were Trouble,"Oh, oh",19,2012,"['know', 'trouble']",chorus
